Id,GameID,Username,Bet,CashedOut,Bonus,Profit,BustedAt,PlayDate
9504360,3337564,xrnath,34,1.04,0,1.36,1.66,2016-11-12T19:14:07Z
18203996,3390424,konhun,169,NA,NA,NA,1.51,2016-11-27T16:37:48Z
9455014,3337322,Kostyaw,285,1.15,1.6,47.3,1.99,2016-11-12T17:40:43Z
14592296,3368670,bagenof,3,NA,NA,NA,1.57,2016-11-21T13:48:33Z
9659842,3338446,Sanich322,100,1.15,1.98,16.98,7.68,2016-11-13T01:23:07Z
19779991,3398805,Remaic859zh,14,NA,NA,NA,1.63,2016-11-30T02:25:11Z
3450281,3311901,a223532a,400,NA,NA,NA,1.45,2016-11-05T12:09:59Z
4780767,3317425,kanyewest,75555,NA,NA,NA,1.2,2016-11-07T01:56:05Z
20183735,3400771,jsd365,36212,1.39,0,14122.68,2.35,2016-11-30T15:55:33Z
22382415,3411397,amaki,32,2,3.47,33.11,3.26,2016-12-03T16:56:35Z
1656921,3303461,Isnotaustin,5,1.13,0,0.65,2.12,2016-11-03T02:09:57Z
21519051,3406984,ahaQkddhkd,160,NA,NA,NA,1.19,2016-12-02T10:43:25Z
2199951,3306156,udacha135,6000,NA,NA,NA,1.88,2016-11-03T20:36:05Z
13639234,3362485,iboby,3,1.55,0,1.65,3.3,2016-11-19T20:04:18Z
6157987,3323161,Kirr923,28,2.6,2.82,45.59,11.88,2016-11-08T17:00:26Z
17152421,3383736,yong,30000,1.33,2.21,10561.87,1.59,2016-11-25T20:05:20Z
4917374,3318067,frylov20,53,NA,NA,NA,1.11,2016-11-07T06:00:27Z
12433421,3354540,Provably197x,1,NA,NA,NA,1.03,2016-11-17T14:19:20Z
1605322,3303174,suzuran,1000,NA,NA,NA,1.19,2016-11-03T00:15:04Z
16258988,3378671,Hardah1,126,1.27,3.47,38.39,1.29,2016-11-24T09:59:26Z
19726371,3398534,rajapalak,65,1.27,0,17.55,13.34,2016-11-30T00:36:04Z
25959785,3430715,deil,1,7.01,4,6.05,23.1,2016-12-09T04:18:38Z
18137551,3390039,Shustrichek,7,NA,NA,NA,1.01,2016-11-27T13:58:28Z
18075377,3389675,prog123,131,3,1.19,263.56,3.04,2016-11-27T11:37:54Z
10177593,3341199,swagdudeyolo123,10,1.2,0,2,1.42,2016-11-13T20:27:10Z
8332058,3332421,Su2Lanut,100,NA,NA,NA,1.07,2016-11-11T08:06:47Z
21732678,3407966,ShadowshotFun,25,2,3.12,25.78,4.77,2016-12-02T17:24:52Z
7904737,3330530,xGRAFx,1,1.34,0,0.34,5.11,2016-11-10T19:16:13Z
8411180,3332751,tomboy1990,20000,NA,NA,NA,1.3,2016-11-11T10:31:04Z
12368910,3354152,yfnfifyfif,2,2,2,2.04,2.31,2016-11-17T11:41:35Z
26692613,3435157,fenisha,1,1.3,2,0.32,2.83,2016-12-10T10:19:49Z
1210009,3301145,martinlutek,10,1.04,0,0.4,3.38,2016-11-02T10:32:25Z
22673185,3412821,manahmanah,4,NA,NA,NA,5.88,2016-12-04T02:49:04Z
25303218,3426620,post1,19,1.05,2.74,1.47,1.4,2016-12-08T00:38:20Z
3903538,3313726,sshdontthankme,7,NA,NA,NA,6.85,2016-11-06T00:36:46Z
7674493,3329578,interestingpw,8,NA,NA,NA,1.16,2016-11-10T13:04:05Z
4200254,3315024,Hermes14,11,NA,NA,NA,1.09,2016-11-06T09:21:25Z
11054365,3346063,meanmachine1,15000,1.1,5.86,2379.67,1.16,2016-11-15T05:00:47Z
10855259,3344837,gracias1134,165,NA,NA,NA,1.84,2016-11-14T20:43:04Z
4213034,3315077,djavoi,29,1.04,0,1.16,4,2016-11-06T09:42:13Z
20022753,3400018,Neyeshpapa,4,NA,NA,NA,8.41,2016-11-30T10:43:58Z
26126371,3431733,mattiasc2,1,1.33,0,0.33,4.77,2016-12-09T11:20:16Z
6179463,3323247,Angel777fire,1,1.98,3,1.01,4.07,2016-11-08T17:37:22Z
17397294,3385430,yuze777999,1,3,0,2,9.62,2016-11-26T07:12:15Z
10344860,3341993,Spinogriz,10,NA,NA,NA,1.86,2016-11-14T01:46:25Z
16044116,3377306,Angel777fire,2,NA,NA,NA,1.47,2016-11-24T00:46:42Z
14359725,3367111,Romzes13,84,1.8,0,67.2,4.5,2016-11-21T03:15:08Z
13604337,3362288,Nady1991,500,1.5,4.4,272.01,1.85,2016-11-19T18:42:48Z
14741072,3369640,tomminer,50,1.5,1.12,25.56,4.44,2016-11-21T20:25:16Z
14965813,3371143,bobo12,1,1.5,1,0.51,16.06,2016-11-22T06:52:30Z
15772758,3375698,Babuan12345,3,NA,NA,NA,1.73,2016-11-23T13:43:53Z
6851463,3326012,Mansur,5,5,4.8,20.24,34.77,2016-11-09T12:28:49Z
7871756,3330392,Remaic859zh,4,NA,NA,NA,1.24,2016-11-10T18:20:31Z
20673545,3403065,Knox,500,NA,NA,NA,10.75,2016-12-01T07:56:22Z
3846393,3313489,Pasquale87,60,NA,NA,NA,1.38,2016-11-05T23:01:45Z
2743184,3308769,aspire,2,1.1,2,0.24,1.83,2016-11-04T14:38:03Z
7024298,3326722,Bator,2,1.14,0,0.28,9.65,2016-11-09T17:16:57Z
11008890,3345774,sdy7777,286,NA,NA,NA,1,2016-11-15T03:05:43Z
2683062,3308507,alex999888777,2500,1.02,0,50,3.07,2016-11-04T12:51:13Z
11484470,3348645,mobguy,100,1.05,0,5,3.28,2016-11-15T22:11:37Z
24231007,3420759,Patelji,2,NA,NA,NA,1.27,2016-12-06T09:04:19Z
9123178,3335740,Khansaab,2000,1.1,0,200,1.35,2016-11-12T07:00:09Z
1194237,3301072,slavitew,36,NA,NA,NA,1.13,2016-11-02T10:02:44Z
21677490,3407713,crazywitch2,5,1.2,4.4,1.22,1.37,2016-12-02T15:44:49Z
19373469,3396875,dusmar,106,2,1.22,107.29,9.2,2016-11-29T12:52:58Z
16446167,3379694,Farelyce,4,NA,NA,NA,1.84,2016-11-24T17:00:37Z
11927236,3351379,tarina,680,NA,NA,NA,1.28,2016-11-16T16:44:34Z
6675893,3325315,xylitol_bot,389,1.05,0,19.45,1.49,2016-11-09T07:47:40Z
13378993,3360840,Ralphie15,2,NA,NA,NA,1.22,2016-11-19T08:52:21Z
857337,3299157,Kyfran,1,1.5,3,0.53,2.26,2016-11-01T20:58:32Z
10704745,3344038,jkrochman,2,1.05,1,0.12,1.58,2016-11-14T15:17:37Z
6463958,3324429,GalaxyBoom7,1000,1.34,0,340,11.45,2016-11-09T01:46:16Z
21420583,3406532,leonar,96,1.15,0,14.4,3.63,2016-12-02T07:35:10Z
3134674,3310570,7773,7000,NA,NA,NA,1.45,2016-11-05T03:09:30Z
5502421,3320498,Killajones89,250,1.2,0,50,2.2,2016-11-07T22:43:51Z
26504571,3434017,dantrapp,5,NA,NA,NA,1.1,2016-12-10T02:47:29Z
23228061,3415601,kpot82,500,NA,NA,NA,6.69,2016-12-04T21:49:45Z
11715289,3350194,ElToredoo,7,1.1,0,0.7,2.5,2016-11-16T08:43:38Z
24720633,3423313,tatiana31,2,2,1,2.02,3.4,2016-12-07T02:17:31Z
21503823,3406911,maxad,3,1.09,0,0.27,2.12,2016-12-02T10:13:11Z
8977471,3335050,dg93119,10000,NA,NA,NA,1.56,2016-11-12T02:18:10Z
5709532,3321421,arrivek,8,1.04,0,0.32,1.39,2016-11-08T05:15:10Z
19134142,3395677,sergunguz,5,NA,NA,NA,1.01,2016-11-29T04:37:49Z
2650818,3308361,AbortedEmbryo,100,1.07,0,7,12.64,2016-11-04T11:50:03Z
21253250,3405640,FFdm_64,10,NA,NA,NA,1.02,2016-12-02T01:27:10Z
17163352,3383810,Knox,500,NA,NA,NA,1.73,2016-11-25T20:31:38Z
10839478,3344753,lehanehjy,10,1.1,0,1,1.86,2016-11-14T20:05:33Z
5577742,3320826,Shadowshot2,52,NA,NA,NA,1.04,2016-11-08T01:06:38Z
17621924,3386793,dima1992,10,2.03,4.6,10.76,4.38,2016-11-26T16:16:15Z
573597,3297762,dika1619,13,NA,NA,NA,1.76,2016-11-01T11:26:14Z
12034873,3351979,denyardv,19,1.13,1.84,2.82,1.28,2016-11-16T20:50:51Z
26571252,3434452,4fIGHty,800,NA,NA,NA,2.14,2016-12-10T05:34:11Z
2243892,3306366,amador2005,290,NA,NA,NA,1.04,2016-11-03T22:01:26Z
24225409,3420734,elena22,10,1.25,0,2.5,2.52,2016-12-06T08:53:38Z
7425542,3328478,janjanjan,1000,1.01,0,10,1.91,2016-11-10T05:41:20Z
4083469,3314541,arrowhead5,6,NA,NA,NA,1.74,2016-11-06T06:05:31Z
16844247,3382006,Strubber,8,NA,NA,NA,1.2,2016-11-25T08:36:17Z
4355984,3315652,prince731999,21,1.02,0,0.42,1.79,2016-11-06T13:41:24Z
9391437,3337030,magman_super,2,1.1,2,0.24,1.66,2016-11-12T15:40:50Z
11903372,3351251,dmitry163ns,7,1.11,0,0.77,1.22,2016-11-16T15:52:11Z
11274842,3347500,ubicute,7000,1.1,0,700,18.6,2016-11-15T14:35:29Z
5144460,3319072,dsliesrn,62,1.13,0,8.06,1.35,2016-11-07T13:05:48Z
5779012,3321705,N1ndy,50,NA,NA,NA,1.45,2016-11-08T07:07:22Z
22582455,3412332,cop,1,1.1,0,0.1,2.83,2016-12-03T23:25:18Z
13349384,3360627,yuri159,3000,1.08,0,240,5.6,2016-11-19T07:19:02Z
11308949,3347684,qkrwn121,1777,1.21,3.58,436.76,1.48,2016-11-15T15:49:12Z
12280076,3353632,Merc,20,NA,NA,NA,1.32,2016-11-17T08:10:25Z
17105037,3383473,cxdw,4,NA,NA,NA,1.33,2016-11-25T18:18:46Z
17713173,3387361,sfast,5,NA,NA,NA,1.4,2016-11-26T20:05:33Z
731252,3298526,Bahong,5,2.1,4,5.7,3.42,2016-11-01T16:37:08Z
20814263,3403720,yuze777999,8,NA,NA,NA,1.82,2016-12-01T12:24:38Z
16129790,3377876,Kipper,45,1.08,0,3.6,26.49,2016-11-24T04:44:17Z
16017428,3377121,tribaltimmy,190,2.25,0,237.5,6.14,2016-11-23T23:34:59Z
17815615,3387969,orlovesky,16,NA,NA,NA,2.25,2016-11-27T00:15:50Z
25600541,3428485,Ikbenjou123,100,1.35,4.14,39.14,3.93,2016-12-08T13:02:02Z
10222751,3341409,MikeT,882,1.2,0,176.4,4.98,2016-11-13T21:51:12Z
12768153,3356648,Luxo,10,1.09,0,0.9,1.95,2016-11-18T04:31:08Z
9848262,3339570,kpot82,3000,NA,NA,NA,1.21,2016-11-13T09:08:09Z
21274299,3405767,mattiasc2,16,2,1.19,16.19,4.3,2016-12-02T02:23:20Z
9429488,3337200,yfnfifyfif,2,2,0,2,2.69,2016-11-12T16:54:07Z
23114686,3415017,Krug,3,2,0,3,33.94,2016-12-04T17:56:31Z
11905450,3351261,Illidan,25,1.05,0,1.25,4.26,2016-11-16T15:55:15Z
7416320,3328438,eodyd123,954,NA,NA,NA,4,2016-11-10T05:23:24Z
3457666,3311932,RoberBaron,570,NA,NA,NA,1.82,2016-11-05T12:19:32Z
7115,3294840,koc79,32,2,1.91,32.61,2.16,2016-10-31T15:49:30Z
6912144,3326258,buive,100,1.34,0,34,1.92,2016-11-09T14:05:21Z
10714485,3344091,Fossil1554,12,1.11,3.42,1.73,1.18,2016-11-14T15:38:33Z
12515507,3354975,MB1,1,NA,NA,NA,1.01,2016-11-17T17:21:18Z
21669240,3407675,Sharp67,20,NA,NA,NA,0,2016-12-02T15:28:27Z
7708074,3329718,NabilAmrani,30,NA,NA,NA,1.66,2016-11-10T13:55:24Z
24527585,3422226,baekhap12,8000,NA,NA,NA,1.29,2016-12-06T19:00:48Z
13694464,3362858,RoberBaron,3044,1.37,2.78,1210.96,3.4,2016-11-19T22:34:32Z
22869970,3413827,manahmanah,4,1.25,0,1,5.68,2016-12-04T09:54:12Z
25252554,3426281,ghounit,600,NA,NA,NA,2.53,2016-12-07T22:11:42Z
21523563,3407006,Hurricane,5,1.03,2.2,0.26,1.3,2016-12-02T10:51:57Z
20541923,3402426,yong,424,NA,NA,NA,1.62,2016-12-01T03:29:58Z
6528495,3324697,zmarat,5,1.1,0,0.5,3.4,2016-11-09T03:34:30Z
25792169,3429572,whddhks817,9242,1.3,6.35,3359.05,1.5,2016-12-08T20:36:54Z
1243433,3301316,fd46hg5rt,118,NA,NA,NA,10.78,2016-11-02T11:32:50Z
5067674,3318760,allg1124,60000,NA,NA,NA,1.07,2016-11-07T10:49:53Z
17506522,3386093,OnTheMoon22,700,NA,NA,NA,2.47,2016-11-26T11:43:51Z
12829307,3357086,sfast,3,1.04,0,0.12,1.76,2016-11-18T07:34:37Z
306330,3296381,bluntpower,333,1.16,0,53.28,1.27,2016-11-01T02:15:52Z
10314225,3341841,hiepvipqua78,200,1.5,2.44,104.88,1.54,2016-11-14T00:49:37Z
8441140,3332865,afrod,1,NA,NA,NA,2.82,2016-11-11T11:22:45Z
6857355,3326035,LLAMACOIN,66,1.5,4.39,35.9,2.16,2016-11-09T12:40:34Z
16034354,3377236,Sacred141,2,9,3.5,16.07,14.85,2016-11-24T00:20:14Z
26528063,3434177,Leecs,172,NA,NA,NA,4.7,2016-12-10T03:49:55Z
365178,3296711,Shadowshot2,7,NA,NA,NA,1.11,2016-11-01T04:28:41Z
19440144,3397190,Mihnikols,15,1.06,0,0.9,4.06,2016-11-29T15:12:24Z
10045996,3340584,autoboy,2,15,4,28.08,156.18,2016-11-13T16:14:13Z
2144757,3305886,Wolf84,4,NA,NA,NA,1.74,2016-11-03T18:49:13Z
5715278,3321446,Tulus72,844,1.25,0,211,1.97,2016-11-08T05:25:17Z
16731118,3381366,spogdna,273,1.06,0,16.38,7.27,2016-11-25T04:18:40Z
20218879,3400919,bustabitmoney,95,NA,NA,NA,1.67,2016-11-30T16:57:55Z
25691950,3429013,Ramzen,1,1.04,0,0.04,1.71,2016-12-08T16:32:41Z
26888026,3436129,GrantAWish,29,1.05,2.41,2.15,1.25,2016-12-10T17:08:27Z
9430335,3337204,novorosrubin,1,1.1,3,0.13,1.1,2016-11-12T16:55:45Z
5175766,3319195,ksenaSS_02,15,1.33,0,4.95,2.15,2016-11-07T13:55:23Z
8195303,3331811,Su2Lanut,120,NA,NA,NA,1.19,2016-11-11T04:02:23Z
23745212,3418320,demirhan,63,NA,NA,NA,3,2016-12-05T16:33:26Z
16350308,3379189,vohag,100000,2.03,1.41,104405.33,3.93,2016-11-24T13:34:03Z
16506485,3380015,Slinkierjet,1000,1.3,6.07,360.67,1.52,2016-11-24T19:07:46Z
19192356,3395980,lakshya,300,1.51,0,153,3.05,2016-11-29T06:51:36Z
2503197,3307725,suzuran,1000,NA,NA,NA,1.84,2016-11-04T07:23:40Z
9193746,3336097,Irfan,14,NA,NA,NA,3.82,2016-11-12T09:15:58Z
18971217,3394724,ronnytga,1700,1.1,4.05,238.8,1.55,2016-11-28T21:54:58Z
26047697,3431248,typhusg,9000,1.02,0,180,1.77,2016-12-09T08:06:16Z
22859928,3413774,cgrant57,84,1.75,0,63,2.28,2016-12-04T09:32:20Z
5490169,3320444,kurt22,6,1.08,2.83,0.65,1.11,2016-11-07T22:19:25Z
26435187,3433559,sfast,1,NA,NA,NA,1.05,2016-12-09T23:38:25Z
14295260,3366618,charles150,1,1.05,2,0.07,2.68,2016-11-20T23:58:45Z
4327212,3315542,voevoda,10,NA,NA,NA,5.45,2016-11-06T12:56:12Z
15073449,3371732,luda,800,1.01,1.92,23.39,2.69,2016-11-22T10:59:24Z
25774230,3429467,sfast,9,NA,NA,NA,1.06,2016-12-08T19:51:30Z
9848486,3339571,Krug,46,1.33,0,15.18,3.85,2016-11-13T09:08:20Z
4818191,3317595,GioMilan,4450,2.5,2.67,6793.76,4.36,2016-11-07T03:06:23Z
13003917,3358232,LiparevAnton,8,5.51,2.75,36.3,12.06,2016-11-18T15:26:56Z
18958705,3394658,Haddexx,50,NA,NA,NA,0,2016-11-28T21:24:21Z
5477548,3320388,art14,44,1.33,0,14.52,6.34,2016-11-07T21:55:25Z
9432141,3337212,yfnfifyfif,2,2,1.5,2.03,2.28,2016-11-12T16:59:14Z
20900198,3404067,NabilAmrani,3264,1.05,0,163.2,25.1,2016-12-01T14:48:54Z
22853527,3413741,a223532a,25,NA,NA,NA,2.27,2016-12-04T09:18:51Z
4597655,3316608,Blackwheel,809,NA,NA,NA,25.02,2016-11-06T20:12:22Z
6775129,3325719,elena98hp1,10,1.25,0,2.5,2.16,2016-11-09T10:32:59Z
2011838,3305258,Servis_online_PC,5,2,2.8,5.14,2.27,2016-11-03T14:38:10Z
19647695,3398136,ShadowshotBank,30,2,0,30,33.73,2016-11-29T21:49:12Z
3448455,3311894,fd46hg5rt,97,NA,NA,NA,1.01,2016-11-05T12:07:17Z
5196347,3319273,HakonuTeJIb,2,1.61,2.5,1.27,9.38,2016-11-07T14:28:56Z
21759510,3408095,Flying_Zipper,200,1.1,0,20,80.82,2016-12-02T18:15:38Z
15510158,3374275,SolidSnake,1,1.14,2,0.16,2.01,2016-11-23T04:07:19Z
23155679,3415221,ardu,253,NA,NA,NA,1.14,2016-12-04T19:21:23Z
21350274,3406194,justis,5,1.09,0,0.45,5.09,2016-12-02T05:11:44Z
26961912,3436481,cocoban,11,NA,NA,NA,2.29,2016-12-10T19:36:32Z
5075457,3318793,dermitname,30000,1.01,0,300,40.6,2016-11-07T11:03:12Z
9389541,3337021,Gloryallowed,7811,1.04,1.43,424.37,2.72,2016-11-12T15:35:48Z
12908440,3357589,Bangs,1000,NA,NA,NA,1.35,2016-11-18T11:04:58Z
16786698,3381692,Vasya27015,1,1.5,2,0.52,1.52,2016-11-25T06:32:13Z
8381143,3332625,JanusToken,10,1.05,0,0.5,1.33,2016-11-11T09:36:12Z
25982581,3430872,stainless88,7,NA,NA,NA,1.1,2016-12-09T05:26:53Z
20705359,3403201,Ackaron76,53,NA,NA,NA,2.09,2016-12-01T08:50:08Z
25941781,3430588,destroblaze,61,5,5.05,247.08,17.21,2016-12-09T03:26:19Z
10513568,3342994,bustabuts1,10000,1.36,1.36,3735.67,1.4,2016-11-14T08:25:26Z
25513637,3427950,olliharkonen,50,1.5,2.4,26.2,1.91,2016-12-08T09:33:15Z
1582049,3303043,obisnis12,200,1.5,0,100,5.3,2016-11-02T23:21:21Z
15380215,3373471,Ferreck,3,1.1,1.33,0.34,1.26,2016-11-22T22:36:51Z
25953616,3430672,atom123,384,NA,NA,NA,1.12,2016-12-09T04:03:18Z
9973822,3340216,Nevada,500,1.4,0,200,4.51,2016-11-13T13:43:36Z
21687201,3407757,SmallPeen,20,1.13,6.4,3.88,1.3,2016-12-02T16:04:03Z
24335953,3421222,AlexanderL2552,11,NA,NA,NA,1.5,2016-12-06T12:21:10Z
22090965,3409972,asadnaveed,500,1.02,0,10,7.62,2016-12-03T07:15:20Z
25746023,3429313,TInuMN,20,1.05,0,1,2.44,2016-12-08T18:46:20Z
15830008,3376031,drusha2006,2,1.08,0,0.16,2.54,2016-11-23T16:02:43Z
8031429,3331067,allg1124,300000,1.33,0.87,101609.44,3.03,2016-11-10T22:48:02Z
7560087,3329086,maxleaks,100,NA,NA,NA,2.65,2016-11-10T09:45:41Z
4942317,3318193,kontopolo,1126,NA,NA,NA,7.26,2016-11-07T06:51:26Z
3806517,3313333,aquablue,18465,1.21,0,3877.65,1.42,2016-11-05T21:57:18Z
19980915,3399812,sqrt,14,1.2,0,2.8,2.44,2016-11-30T09:21:14Z
4091133,3314576,interestingpw,4,1.05,2,0.28,1.13,2016-11-06T06:17:40Z
10349353,3342016,ShadowshotBank,275,NA,NA,NA,1.84,2016-11-14T01:53:35Z
965221,3299753,acsyuta,3,1.25,2,0.81,12.34,2016-11-02T01:03:39Z
15246574,3372692,Snowballcps,440,1.75,1.26,335.56,2.53,2016-11-22T17:22:15Z
21584976,3407285,Sqweerl,4,4,2.25,12.09,5.94,2016-12-02T12:45:14Z
10688982,3343950,Jamilkhan,274,NA,NA,NA,2.75,2016-11-14T14:48:34Z
14874184,3370566,fabianalima,1522,NA,NA,NA,1.27,2016-11-22T02:47:46Z
2339281,3306879,ZULU_BOY,100,NA,NA,NA,1.36,2016-11-04T01:28:41Z
5935670,3322305,sumarial,9,1.04,0,0.36,37.94,2016-11-08T11:14:11Z
16643763,3380821,drsv,12,1.75,2.17,9.26,5.6,2016-11-25T00:36:01Z
1547178,3302847,serg611,256,NA,NA,NA,1.98,2016-11-02T21:59:36Z
6144470,3323107,Albert1985,16,2,3.56,16.57,7.99,2016-11-08T16:37:19Z
9211474,3336193,Snowdoesstuff,10,1.25,3.9,2.89,1.3,2016-11-12T09:57:00Z
25357159,3426953,Morgannetworker,2,1.15,0,0.3,1.6,2016-12-08T02:46:25Z
17526441,3386210,neite99,200,1.25,5.61,61.21,1.25,2016-11-26T12:31:12Z
6553493,3324806,Kirr923,6,NA,NA,NA,1.58,2016-11-09T04:14:57Z
15767657,3375668,calvinmoo,1,1.05,0,0.05,114.89,2016-11-23T13:31:54Z
21259966,3405682,Yukoh,120,NA,NA,NA,1.05,2016-12-02T01:43:57Z
7741501,3329856,coolblown,1,NA,NA,NA,1.04,2016-11-10T14:50:29Z
25735941,3429261,Alekss1,8,NA,NA,NA,1.32,2016-12-08T18:22:40Z
2940913,3309662,envisiOn,500,NA,NA,NA,1.41,2016-11-04T20:41:42Z
19208488,3396061,RoberBaron,1580,1.63,0,995.4,5.32,2016-11-29T07:24:29Z
19916145,3399517,ugneri,16,1.25,4.31,4.69,1.78,2016-11-30T07:14:17Z
7799390,3330094,manahmanah,27,NA,NA,NA,2.01,2016-11-10T16:22:02Z
18467891,3392015,Ferreck,48,1.09,0,4.32,1.72,2016-11-28T03:10:31Z
16053816,3377376,Ralphie15,2,NA,NA,NA,1.24,2016-11-24T01:14:40Z
4123638,3314715,JohnL,12,1.71,1.17,8.66,3.13,2016-11-06T07:15:47Z
20786328,3403586,Gabryciarm,2,NA,NA,NA,2.12,2016-12-01T11:25:51Z
22752951,3413229,Andromeda,400,NA,NA,NA,1.03,2016-12-04T05:49:50Z
24688861,3423116,Trox,1,NA,NA,NA,1.05,2016-12-07T01:03:58Z
16529180,3380141,bobo12,10,1.43,0,4.3,4.51,2016-11-24T20:01:57Z
9634267,3338296,krwok,5000,2.05,5.65,5532.7,6.72,2016-11-13T00:19:23Z
26221034,3432311,Randeed,80,3,1.61,161.29,3.19,2016-12-09T15:13:24Z
11957470,3351547,nikos49,35,1.3,2.46,11.36,1.43,2016-11-16T17:58:36Z
17895236,3388498,Ralphie15,1,2,4,1.04,2.1,2016-11-27T03:46:48Z
22494275,3411911,SquadDeep,18,NA,NA,NA,5.17,2016-12-03T20:32:04Z
14139865,3365678,Pods2,74,1.01,0,0.74,1.46,2016-11-20T17:30:36Z
12394170,3354300,Farimets,1000,1.1,0,100,8.59,2016-11-17T12:42:26Z
25055009,3425184,No_cakes_pls,14,6.68,1.43,79.72,15.72,2016-12-07T14:58:32Z
3276530,3311201,kikos2010,1,1.1,0,0.1,1.42,2016-11-05T07:21:56Z
2991237,3309885,Thug,1153,1.12,0,138.36,2980.09,2016-11-04T22:15:11Z
20634354,3402896,Arszilla,16,2,2.38,16.38,2.34,2016-12-01T06:44:28Z
1081484,3300477,Amiri220,5,NA,NA,NA,1.95,2016-11-02T05:53:22Z
20266655,3401123,Andycarr,385,1.1,0,38.5,1.97,2016-11-30T18:22:36Z
25003070,3424894,GordanFreman,28,NA,NA,NA,1.25,2016-12-07T12:59:05Z
1629921,3303312,Pa__V,7,1.33,2.43,2.48,1.6,2016-11-03T01:13:15Z
4714152,3317112,Gabryciarm,3000,NA,NA,NA,1.07,2016-11-06T23:45:07Z
4079096,3314522,bobgreene,640,NA,NA,NA,1.08,2016-11-06T05:59:45Z
2407505,3307255,ketchell,5,1.04,3.4,0.37,1.32,2016-11-04T04:08:04Z
16562906,3380325,bagenof,37,NA,NA,NA,2.03,2016-11-24T21:16:38Z
2476284,3307601,fullring,140,NA,NA,NA,5.99,2016-11-04T06:30:31Z
21996850,3409456,Luke4311,20000,1.5,1.28,10256.43,1.63,2016-12-03T03:33:49Z
16677214,3381044,Bocah_Liar,200,1.5,1.49,102.97,1.93,2016-11-25T02:03:12Z
18174144,3390252,AMG81,14,10.4,2.5,131.95,68.08,2016-11-27T15:26:40Z
21764703,3408121,Shadowshot2,86,NA,NA,NA,1.04,2016-12-02T18:26:43Z
22161281,3410301,avtandillom,1000,NA,NA,NA,1.42,2016-12-03T09:28:55Z
13768806,3363397,tribaltimmy,92,2.25,4.88,119.49,3.49,2016-11-20T02:16:42Z
3558502,3312368,op1,25,3,3.16,50.79,5.22,2016-11-05T15:12:20Z
12668423,3355914,Ferreck,36,NA,NA,NA,1.29,2016-11-17T23:36:46Z
21306816,3405956,Xysle,60,NA,NA,NA,1,2016-12-02T03:40:11Z
16428711,3379603,NOY1,1,1.1,1,0.11,2.56,2016-11-24T16:25:57Z
912218,3299448,falakay,1,NA,NA,NA,1.22,2016-11-01T22:58:45Z
17834948,3388094,Zommau,100000,1.5,1.12,51118.02,41.71,2016-11-27T01:05:06Z
1598476,3303134,Shadowshot,141,1.11,0,15.51,2.51,2016-11-03T00:01:19Z
16630389,3380729,gogo5,3,1.05,0,0.15,2.79,2016-11-24T23:58:40Z
16338425,3379128,Ralphie15,1,2.1,3,1.13,2.83,2016-11-24T13:11:08Z
10541727,3343155,ShadowshotBank,15,NA,NA,NA,1.8,2016-11-14T09:37:08Z
9199348,3336128,Pimpsta,100,1.33,0,33,4.93,2016-11-12T09:29:07Z
13628370,3362425,dim1983,64,1.23,1.97,15.98,1.54,2016-11-19T19:39:53Z
21406457,3406467,jimboy122,3,1.6,2,1.86,1.92,2016-12-02T07:07:59Z
16808438,3381809,boykoaleks,1,1.22,0,0.22,9.87,2016-11-25T07:12:00Z
7835979,3330245,saqib114,114,1.06,0,6.84,12.64,2016-11-10T17:23:18Z
9675875,3338538,akatwo,1,1.04,2,0.06,1.7,2016-11-13T02:00:45Z
12366741,3354139,Morgausa,3,1.05,2.67,0.23,1.62,2016-11-17T11:36:38Z
23523459,3417298,Imperia34,1000,1.3,1.65,316.54,9.21,2016-12-05T09:34:22Z
25957711,3430700,YOHAN2,50,1.08,3.88,5.94,1.14,2016-12-09T04:13:49Z
19802722,3398924,Alexy,50238,NA,NA,NA,1.16,2016-11-30T03:14:24Z
21269481,3405738,ElenaV,3,NA,NA,NA,1.04,2016-12-02T02:11:20Z
21783381,3408214,MeesterPlusser,14,NA,NA,NA,1.2,2016-12-02T19:04:34Z
7985680,3330862,Provably197x,1,1.97,2,0.99,3.15,2016-11-10T21:24:16Z
1385788,3302033,acsyuta,1,1.25,3,0.28,2.8,2016-11-02T16:22:49Z
3367216,3311580,xGRANDx,10,1.35,0,3.5,4.52,2016-11-05T09:57:03Z
22838512,3413665,sergunguz,10,5,4.8,40.48,5.81,2016-12-04T08:48:00Z
23198073,3415440,khard,233,15,2.58,3268.02,19.44,2016-12-04T20:49:00Z
17815592,3387969,fgsinger,35,1.02,0,0.7,2.25,2016-11-27T00:15:50Z
6148724,3323123,Morgausa,1,NA,NA,NA,2.41,2016-11-08T16:45:16Z
25790621,3429563,litaffam,1,1.05,0,0.05,1.32,2016-12-08T20:33:22Z
5617966,3321002,Xysle,63,1.05,0,3.15,1.62,2016-11-08T02:15:25Z
14552838,3368429,BigMama,12,NA,NA,NA,1.07,2016-11-21T12:11:36Z
19438572,3397182,Annakent,4,NA,NA,NA,2.56,2016-11-29T15:08:02Z
22549593,3412168,Seller,8,NA,NA,NA,1.38,2016-12-03T22:14:27Z
15714975,3375351,mark09,1000,1.33,2.31,353.14,1.74,2016-11-23T11:27:16Z
10186275,3341239,Nublish,31,10.02,1.42,280.06,12.19,2016-11-13T20:41:08Z
